question,doc_id,chunk_id,para_ids
What is required for an internal model to effectively gauge risks according to the regulations?,ecb_gim_2024,0fad645a-0794-5064-8a3f-65677d5b7fc6,"103,104"
"When conducting Monte Carlo simulations, what should institutions ensure about the number of simulations for accurate risk measurement?",ecb_gim_2024,0fad645a-0794-5064-8a3f-65677d5b7fc6,"103,104"
What type of information must be included to ensure a comprehensive calculation of default rates?,ebagl_2017_16,46db0785-4ffd-52c5-a7b7-1c3363741e4a,
"Why is it important for institutions to consider all defaults related to specific exposure types, regardless of whether a rating has been assigned?",ebagl_2017_16,46db0785-4ffd-52c5-a7b7-1c3363741e4a,
What steps should banks take if they find that certain risk factors or rating criteria are not available?,ebagl_2017_16,46db0785-4ffd-52c5-a7b7-1c3363741e4a,
Why is it crucial to gather complete data on non-defaulted exposures at the start of a one-year observation period?,ebagl_2017_16,46db0785-4ffd-52c5-a7b7-1c3363741e4a,
What types of financial assets are included in the guidelines for collective investment vehicles?,ecb_gim_2024,0c0e16d9-cefa-55bb-ac31-660e7c9508eb,37
Which financial instruments are considered when discussing positions in collective investment undertakings?,ecb_gim_2024,0c0e16d9-cefa-55bb-ac31-660e7c9508eb,37
Do the rules mentioned also cover derivatives linked to collective investment vehicles?,ecb_gim_2024,0c0e16d9-cefa-55bb-ac31-660e7c9508eb,37
What is the term used to describe investments in collective investment undertakings in the context of these guidelines?,ecb_gim_2024,0c0e16d9-cefa-55bb-ac31-660e7c9508eb,37
How does the representativeness of historical data impact the precision of risk parameter estimates?,ebagl_2017_16,f9d10d9a-4f7c-555c-869c-da19d6a269a6,
What policies should organizations implement to evaluate the relevance of data used for risk assessment?,ebagl_2017_16,f9d10d9a-4f7c-555c-869c-da19d6a269a6,
In what ways do the requirements for data differ between model development and risk parameter calibration?,ebagl_2017_16,f9d10d9a-4f7c-555c-869c-da19d6a269a6,
What actions should be taken if data used for risk quantification is found to be inadequate in representativeness?,ebagl_2017_16,f9d10d9a-4f7c-555c-869c-da19d6a269a6,
"What is the purpose of the regulation established on March 12, 2014, concerning the assessment of significant modifications in certain risk assessment methods?",ecb_gim_2024,bd999add-d9e0-5375-a012-51346e8a0008,
Which regulation does the 2014 delegated regulation enhance with technical standards related to internal rating systems?,ecb_gim_2024,bd999add-d9e0-5375-a012-51346e8a0008,
What are the two specific approaches mentioned in the regulation that relate to credit risk evaluation?,ecb_gim_2024,bd999add-d9e0-5375-a012-51346e8a0008,
When was the regulation that supplements the European Parliament's framework published in the Official Journal?,ecb_gim_2024,bd999add-d9e0-5375-a012-51346e8a0008,
What type of comprehensive view should lenders maintain to evaluate a borrower's capacity to meet their financial obligations?,ebagl_2020_06,c150f832-a3cf-5291-b2ac-9265f5a47859,"90,91,92"
"When a borrower is at risk of struggling to fulfill loan terms, what kind of evidence should lenders seek to verify their financial stability?",ebagl_2020_06,c150f832-a3cf-5291-b2ac-9265f5a47859,"90,91,92"
"In situations where a loan is backed by a third party's guarantee, what kind of information should lenders gather to evaluate the guarantee's validity?",ebagl_2020_06,c150f832-a3cf-5291-b2ac-9265f5a47859,"90,91,92"
How should lenders incorporate data from other financial institutions when assessing a borrower's overall financial situation?,ebagl_2020_06,c150f832-a3cf-5291-b2ac-9265f5a47859,"90,91,92"
What does the ECB mean by requiring that a financial institution assess collateral together with exposure when calculating exposure value?,ecb_gim_2024,a28c8a14-5919-5095-8b83-0654412fe25c,39
How should the value of collateral be evaluated over time according to the ECB's guidance?,ecb_gim_2024,a28c8a14-5919-5095-8b83-0654412fe25c,39
What aspects of the internal model must be consistent when calculating both transaction value changes and collateral value changes?,ecb_gim_2024,a28c8a14-5919-5095-8b83-0654412fe25c,39
"If certain risk factors are only relevant for collateral assessment, how should they be treated in relation to those used for transactions?",ecb_gim_2024,a28c8a14-5919-5095-8b83-0654412fe25c,39
What steps must an organization take to ensure adherence to its internal guidelines regarding the management of its internal risk models?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
How should an organization document and categorize each identified risk not included in its main evaluation framework?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
What factors should be considered when determining the significance of a specific risk not included in the organization's risk assessment process?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
Under what circumstances can an organization decide to omit a particular risk from its risk management activities?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
What rating system is referenced in relation to short-term evaluations of banks?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
How does the A1 classification from Standard & Poor's relate to its other short-term ratings?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
What happens to the risk weight when a short-term rating indicates a higher risk for a bank?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
What requirements must an institution fulfill to utilize external credit assessment institutions for short-term ratings?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
Is there a need for further expert assessment to determine if a borrower has defaulted once they meet the overdue criteria?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
What happens to all loans linked to a borrower once they are classified as overdue?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
Under what circumstances can a borrower with overdue payments not be classified as defaulted?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
What is meant by a 'technical past due situation' in relation to default classification?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
What type of ratings should be applied to assess risks for loans in a foreign currency?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
When should domestic currency ratings be utilized for evaluating risk on exposures?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
How are risk assessments determined for exposures linked to borrowers in different currencies?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
What is the general guideline for using ratings when dealing with foreign and domestic currency exposures?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
What ongoing evaluation procedures should a financial institution implement for the specific risks linked to the collateral used for risk reduction?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
Which types of reports and audits might be included in the monitoring process for collateral?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
How should a bank ensure adherence to its overall limits on concentration when dealing with collateral?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
What legal and contractual obligations must be regularly assessed in relation to the collateral and the borrower?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
How are off-balance sheet items accounted for in the calculation of the leverage ratio exposure?,bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
What types of off-balance sheet items are considered when determining the leverage ratio?,bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
"If an off-balance sheet item is classified as a derivative under accounting rules, how should it be treated for the leverage ratio?",bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
Is it necessary to apply off-balance sheet item guidelines to exposures that are recognized as derivatives?,bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
Do you believe that the overall amount of exposure addressed by the guidelines in section 7 is significant?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
Can you provide specific instances of exposure types that would be included under the guidelines outlined in section 7?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
Is the type 3 methodology meant to apply to portfolios that have not yet gone through an economic downturn?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
Should the guidelines in section 7 be avoided for portfolios that have extensive historical data that already reflect downturn conditions?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
What types of asset categories are recognized for the internal ratings-based method in the upcoming section?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
Which section outlines the risk factors that financial institutions should consider for each asset category?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
What does the third section cover regarding a bank's implementation of the internal ratings-based method at the level of asset categories?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
"When the internal ratings-based treatment is not defined, what is the default risk weight assigned to those other asset types?",bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
What are the two methods for acknowledging credit risk mitigation through guarantees and credit derivatives in the internal ratings-based framework?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
How does the foundation method differ from the advanced method regarding the use of loss given default values?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
What limitation is placed on the recognition of credit risk mitigation concerning the impact of simultaneous defaults?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
"Can banks opt not to acknowledge credit protection, and if so, under what circumstances would this decision be made?",bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
What concerns did some participants express regarding the implementation of increased caution in risk parameter usage?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
How should institutions ensure they can recognize when heightened caution in risk estimates is warranted?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
What clarification was sought by respondents regarding the removal of additional caution once issues are addressed?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
How does the concept of increased caution differ from the notion of model calibration in risk parameter estimation?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
What factors should lenders consider regarding the borrower's operational approach and the intended use of the funds?,ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
How should lenders evaluate a borrower's expertise and ability to oversee the operations or investments tied to the loan?,ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
What aspects of a borrower's business plan and financial outlook need to be analyzed by lending institutions?,ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
"In what ways should lenders examine the borrower's dependence on essential agreements, clients, or vendors and their impact on revenue?",ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
What factors contribute to the differences in risk-weighted asset calculations according to some industry feedback?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
How do the differing approaches to rating and calibration impact capital requirement stability?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What clarifications did the EBA provide regarding the distinction between rating and calibration philosophies?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What recommendations did the EBA make regarding the calibration sample in relation to current portfolio characteristics?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What classification should be applied to a borrower who is already in default and receives a concession?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
How should exposures that are categorized as forborne non-performing be treated in terms of default status?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
What should institutions evaluate if changes to a borrower's repayment schedule arise from their financial struggles?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
What indicators should be considered to determine if a distressed restructuring has occurred for a borrower in difficulty?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
What approach is described for handling the gap between reserves and anticipated losses in relation to regulatory capital?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
How should the variations between specific and general provisions and expected losses be treated in terms of capital requirements?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
In what way does the Basel III framework address the inclusion or exclusion of certain provisions from regulatory capital calculations?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
What types of provisions are mentioned in relation to their impact on expected losses and regulatory capital?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
What did the EBA outline in its 2016 plan regarding the final phase of credit risk management?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
Which areas of credit risk management have been addressed in the report related to the F-IRB and SA approaches?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
What issues remain unresolved concerning credit risk management in the A-IRB approach?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
How might inconsistent practices in credit risk management affect financial institutions and borrowers across Europe?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
What must a financial institution prove to its regulatory authority to qualify for the IRB method?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
What type of standards must a bank's risk assessment systems achieve to be considered compliant?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
What is the primary emphasis regarding a bank's capability in evaluating and measuring risk?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
How should a bank's risk rating systems perform to maintain eligibility for the IRB framework?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
How is the loss given default determined according to the regulations?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What specific calculations must institutions perform to meet the requirements for realized loss given default?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What guidelines should institutions refer to when estimating loss given default for both defaulted and non-defaulted accounts?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What additional considerations must institutions take into account when estimating loss given default for exposures that are not currently in default?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What is the significance of the value associated with goodwill in a business acquisition?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
How does the practice of isolating certain assets or liabilities impact financial assessments?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
What does the ratio of a loan amount to the value of the property indicate in lending decisions?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
Why is it important for a borrower to follow their outlined business strategy during the loan process?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
What conditions must be met for financial institutions to exclude certain portfolios from their internal risk assessment models?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
Under what circumstances does the European Central Bank recommend that institutions should consider excluding portfolios from their internal models?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
How should institutions handle the capital requirements for portfolios that are not included in their internal risk models?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
What steps must institutions take to inform the ECB about the exclusion of specific portfolios from their internal risk evaluations?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
How should organizations factor in any outstanding foreign exchange risk linked to discrepancies between the simulation currency and the currency used for reporting?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
What does the ECB suggest regarding the handling of remaining foreign exchange risk in the modeling practices of financial institutions?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
"According to the ECB, what is the acceptable approach for institutions to address foreign exchange risk in relation to Article 292 of the Capital Requirements Regulation?",ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
What timing does the ECB recommend for applying simulated foreign exchange rates in the context of managing currency risk?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
What conditions must be met for an organization to apply the long-term average loss given default during a downturn?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
How should an institution document the uncertainties related to downturn periods according to the guidelines?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
What specific checks should an organization perform regarding deficiencies during a downturn period?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
What are the criteria for determining if any deficiencies during a downturn are more severe than those identified previously?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
How should organizations approach the calculation of the annual default rate for borrowers who lacked a credit score at the beginning of the observation period?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
What is the guideline regarding the treatment of borrowers with incomplete or outdated credit information when assessing default rates?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
"Are institutions allowed to include borrowers with no initial rating in their default rate calculations, and under what conditions?",ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
What criteria must be met for a borrower to be classified as having a missing credit rating in the context of default rate estimation?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
What indicates that a borrower may not fulfill their payment obligations according to the specified regulation?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
How should organizations assess the likelihood of a debtor making payments based on changes in credit quality?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
What financial reporting condition suggests that a lender may not expect to receive interest payments from a borrower?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
In what situation should a financial institution conclude that a borrower is at risk of defaulting on their debts?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
What are the key dates for the rollout of the updated credit risk guidelines?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
When will the changes to the standardized credit risk approach take effect?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
What is the timeline for the adjustments related to the output floor requirements?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
What are the implementation dates for the revisions concerning the leverage ratio?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
What should institutions document and explain when they deviate from a complete simulation in their validation process?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
How significant should the impact be when using simplified pricing methods compared to established benchmarks?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
"When using approximated pricing methods, how should the changes in value due to risk factors be evaluated against non-approximated methods for similar transactions?",ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
What considerations must be taken into account when employing alternative exposure calculation methods to ensure they do not systematically underestimate exposures?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
What types of loans are involved in a troubled restructuring that haven't been classified as defaulted?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
How is the assessment determined in relation to existing financial commitments and their interest rates?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
Is the process of calculating this assessment considered to be excessively demanding?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
What criteria are used to evaluate exposures that are undergoing financial restructuring?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
What are the two main factors that influence interest rate risk for currencies not mentioned in the previous section?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
How is the sensitivity to changes in the yield curve calculated for a specific currency?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
What is the assigned risk weight for both the yield curve and inflation rate in this context?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
What correlation value is established between the risk-free yield curve and the inflation rate?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
What type of data should organizations utilize to estimate default probabilities when aligning with an external rating framework?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
How should institutions approach the calculation of default rates for different grades within their portfolio?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
"When estimating default probabilities based on loss projections, what historical data is required to be included?",ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
What factors should be considered by institutions when determining the historical observation period for default assessments?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
How should an institution handle the calculation of average loss given defaults for similar exposures that are not fully resolved?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What guidelines must be followed regarding incomplete workout treatments according to the specified paragraphs of the EBA Guidelines?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What criteria should be established by an institution to determine if past adjustments to loss estimates can be improved with new data?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
"When is it deemed unnecessary to revise previous adjustments made under Article 500, and what should the institution monitor to reach this conclusion?",ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What options does a financial institution have if it chooses to use its own calculations for loss given default?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
Are there any restrictions on the types of guarantors a bank can use when adjusting its loss estimates?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
What specific conditions must be met for credit derivatives to be considered valid under the regulations?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
Can a bank take into account the protective benefits of certain credit derivatives when estimating potential losses?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
What are the recommendations regarding the process of granting loans and overseeing them according to the EBA guidelines?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
How does the EBA suggest institutions should approach the evaluation and management of loan applications?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
What practices does the EBA propose for monitoring the performance of loans after they have been issued?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
In what ways does the EBA advise organizations to ensure effective oversight of their lending activities?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
What is necessary for institutions to accurately determine the loss given default for the portion of exposure that lacks UFCP coverage?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
How should organizations manage cash flows and expenses to compute the realized loss given default for the uncovered exposure?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
What do the guidelines suggest regarding the division of cash flows and costs related to exposures with and without UFCP protection?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
In what way should institutions treat the part of the exposure not secured by UFCP when calculating loss given default?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
What type of evaluation should be conducted on external data similar to internal data assessments?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
What actions should be taken if there are notable discrepancies in the historical data received?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
How should the relevance and reliability of external data be evaluated in relation to the organization?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
What should be included in service agreements to ensure the monitoring of performance indicators?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
When do these recommendations take effect?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
By what date are organizations expected to integrate these guidelines into their assessment frameworks?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
Can regulatory bodies speed up the implementation schedule for these guidelines?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
What is the latest date institutions should have these guidelines included in their rating processes?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
What factors should organizations take into account when assessing a borrower's likelihood of repayment beyond just the specific loan?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
How should institutions determine if a borrower's overall financial situation indicates a default across all their debts?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
In what circumstances can a financial entity classify all debts of a borrower as defaulted based on certain warning signs?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
"When a borrower has multiple debts in default, what considerations might lead an institution to view their remaining obligations as unlikely to be fulfilled?",ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
What potential issue might arise when organizations align their probability of default estimates to a predefined scale during the final phase of the estimation process?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
How can institutions ensure that their mapping of default probabilities does not lead to a consistent underreporting of risk over time?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
What type of analysis should be conducted to check for discrepancies between the mapped default probabilities and the actual averages assigned to borrowers?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
In what contexts should institutions perform their evaluations regarding the alignment of default probabilities to ensure accuracy in risk-weighted exposure assessments?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
What criteria should organizations use to ensure that the data for the incomplete workout approach accurately reflects the characteristics of the disposed asset portfolio?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
How should institutions manage the collection and storage of adjusted loss given defaults and actual sale prices for assets that have been disposed of under Article 500?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
What should be considered to prevent logical inconsistencies when applying the Article 500 adjustment in relation to incomplete workouts?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
"After a significant asset disposal, what analysis is not required for the disposed assets according to the guidelines on probability of default and loss given default?",ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
What are the key components that institutions must implement to meet the expectations regarding their internal ratings and estimates for defaults and losses?,ecb_gim_2024,c4c59745-cfba-5f10-9a2a-b7c5d6014688,103
How should institutions structure their reporting system to effectively communicate risk information to management?,ecb_gim_2024,c4c59745-cfba-5f10-9a2a-b7c5d6014688,103
