question,doc_id,chunk_id,para_ids
How should risk factors that are only used for collateral modelling be treated in relation to those for derivatives and SFTs within the scope of the IMM?,ecb_gim_2024,a28c8a14-5919-5095-8b83-0654412fe25c,39
What must an institution establish according to Article 368(1)(e) of the CRR regarding internal models?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
What should an institution include in its RNIME framework to ensure comprehensive coverage of risks?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
Under what condition can an institution exclude an RNIME from the RNIME quantification and management processes?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
What factors should be considered when assessing the materiality of each RNIME?,ecb_gim_2024,a6c4e359-23e2-588a-a51f-86b67d862fcb,178
What methodology do the notations follow according to the passage?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
What does the A1 rating of Standard & Poor's include?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
What should all unrated short-term exposures receive in terms of risk weighting?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
What must an institution meet to use a short-term rating for assessment?,bcbs_d424_irb,9840422b-393b-51cc-82c2-f8f9cb4c88d0,"64,65,114"
What should happen to the classification of an obligor to a defaulted status once the obligor meets the past due criterion?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
Under what conditions can exposures to a defaulted obligor not be considered defaulted?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
What is one condition that allows exposures to be considered not defaulted if they are eligible as retail exposures?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
What is referred to as a 'technical past due situation' according to the passage?,ebagl_2016_07,4354b181-694b-51ba-8163-7ea65c812c83,22
What type of ratings should be used for risk-weighting exposures in foreign currency?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
When should domestic currency ratings be used for risk-weighting exposures?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
What is the general rule for risk-weighting exposures based on the rating of an equivalent exposure to a borrower?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
Are domestic currency ratings applicable to exposures denominated in foreign currency?,bcbs_d424_irb,af13aa73-5d48-5cd8-a0c6-0b04dfa3881b,110
What type of monitoring process must the bank maintain for collateral used as a risk mitigant?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
What should the continuous monitoring process include as appropriate and relevant?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
What should be regularly reviewed in relation to the bank's overall concentration limits?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
What legal requirements should be reviewed regularly in the monitoring process?,bcbs_d424_irb,98e00acf-094f-5551-b5d1-5195168b2f0e,292
What does the section explain regarding the treatment of OBS items for the leverage ratio exposure measure?,bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
What types of items are included in the definition of OBS items?,bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
"If an OBS item is treated as a derivative exposure according to the bank's accounting standard, how must it be measured for the leverage ratio exposure measure?",bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
Is the bank required to apply the OBS item treatment to an exposure if it is treated as a derivative exposure?,bcbs_d424_irb,5f840eed-76d3-503a-b04a-6b42fa225670,57
What do many respondents state regarding the application of type 3 methodology to cover material portfolios?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
What does the EBA consider should be used if a portfolio under consideration has not yet experienced a downturn?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
What clarification did one respondent seek regarding the application of section 7 to portfolios with long time series that already capture a downturn period?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
What is the EBA's stance on the use of pooled data for portfolios that have not yet experienced a downturn?,ebagl_2019_03,95674827-9812-59bf-88b7-668e8e2587ac,
What are the asset classes eligible for the IRB approach as defined in Section 1?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
What does Section 2 provide a description of?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
What does Section 3 discuss regarding a bank's adoption of the IRB approach?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
What is the risk weight for exposures when an IRB treatment is not specified?,bcbs_d424_irb,ddb730c5-1a61-5ad4-9e07-ff907efea142,4
What are the two approaches for recognition of CRM in the IRB approach?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
What is the foundation approach in the context of CRM recognition?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
What must CRM in the form of guarantees and credit derivatives not reflect under either approach?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
Can banks choose not to recognise credit protection if it results in a higher capital requirement?,bcbs_d424_irb,a7a615c1-3938-5f0d-9dd0-3bde2162aaa8,"90,91"
What principle should apply according to some respondents regarding operational issues in the application of risk parameter estimates?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
What is considered important for institutions in identifying triggers for additional conservatism in risk parameter application?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
What should not be considered a change in the model when conservatism is removed after remediation of triggers?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
What should be notified to the competent authority if there are changes in the institution's policy on applying additional conservatism?,ebagl_2017_16,537c829d-5015-59b1-9759-65ae41f47c54,
What should institutions assess regarding the business model and strategy of borrowers?,ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
What aspects of the borrower's knowledge and experience should institutions evaluate in relation to loan agreements?,ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
What must institutions assess about the feasibility of the business plan and financial projections?,ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
"What factors related to key contracts, customers, or suppliers should institutions consider in their assessment?",ebagl_2020_06,e2ae1fd1-eed2-5147-948c-3a619815cee2,"159,160,161,162"
What is the growing importance related to differing rating and calibration philosophies according to some respondents?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What does the EBA aim to achieve through the guidelines regarding harmonisation of rating and calibration philosophies?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What are the two types of calibration mentioned that institutions should be allowed to apply?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What requirement was discussed regarding the calibration sample in terms of comparability to the current portfolio?,ebagl_2017_16,132ffc0b-9c6f-5a64-8f37-677021df585f,
What should happen to an obligor already in default when a concession is extended?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
How should exposures classified as forborne non-performing be treated according to the passage?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
What should institutions assess when modifications of the schedule of credit obligations result from an obligor's financial difficulties?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
What classification should be applied to exposures that are forborne non-performing as per the referenced regulations?,ebagl_2016_07,981a7a50-e64a-56aa-8e3b-7e79cb3d5b44,"54,55"
What does Section G discuss regarding provisions and expected losses?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
What types of provisions are mentioned in Section G?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
"According to Section G, how may the difference between provisions and expected losses affect regulatory capital?",bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
Which document outlines the definition of capital referenced in Section G?,bcbs_d424_irb,b5964931-2575-5fc8-91df-e70ae98814fa,141
What did the EBA publish in February 2016 regarding the regulatory review of internal models?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
What aspects related to CRM have been agreed upon in the CRM report for the F-IRB approach and the SA?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
What remains lacking in the clarification of CRM under the A-IRB approach?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
How could divergent practices in CRM affect the level playing field across the EU?,ebagl_2020_05,9b8ba5bf-f9da-5bd9-a5d2-ed6ba129e908,
What must a bank demonstrate to its supervisor to be eligible for the IRB approach?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
What type of requirements must a qualifying bank's risk rating systems fulfill?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
What is the focus of the requirements for banks under the IRB approach?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
What aspects of risk must banks be able to rank order and quantify according to the passage?,bcbs_d424_irb,5e34b335-bdb7-53b0-8a04-e29028617c24,155
What does Article 4(1)(55) of the CRR define LGD as?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What is required of institutions under Article 181(1)(a) of the CRR regarding LGD?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
"According to the ECB's understanding, which paragraphs of the EBA Guidelines on PD and LGD should institutions follow to calculate realised LGD?",ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What must institutions have estimates of according to Article 181(1)(h) of the CRR?,ecb_gim_2024,08445029-d71a-5232-83c7-2ac049a4b2c5,"146,147"
What is the value of acquisition goodwill in the context of credit risk regulation?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
What does ring-fencing refer to in the guidelines on loan origination and monitoring?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
What does LTV stand for in credit risk assessment?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
What is meant by adherence to the business plan in the context of credit risk?,ebagl_2020_06,203fd582-486d-5b60-b198-c25232bd8541,"33,34,35,36,37,38"
What must institutions do if they carve out portfolios from the internal model?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
Under what condition does the ECB consider it best practice to carve out portfolios?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
How should institutions determine the own funds requirements for carved-out portfolios?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
What should institutions ensure regarding the risks of portfolios that are carved out?,ecb_gim_2024,9559ed89-2a97-5570-9be0-39da70b274c2,21
What does the ECB understand about potentially remaining FX risk from currency mismatches?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
How should institutions account for potentially remaining FX risk in their modelling process according to the ECB?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
What is the ECB's view on the compliance of the treatment of potentially remaining FX risk with Article 292(1)(a) and (b) of the CRR?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
When should institutions apply the simulated FX rates according to the ECB's guidance?,ecb_gim_2024,b98f63a1-c8c5-5f8a-9174-b88ae56e5dba,42
What must an institution demonstrate to use the long-run average LGD as downturn LGD when there is no impact of a downturn period on relevant loss data?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
What does the institution need to document according to paragraph 29 to support the use of long-run average LGD as downturn LGD?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
What specific verification is required regarding deficiencies identified under Category A MoC for the considered downturn period?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
What conditions must be met regarding Category B MoC for an institution to use the long-run average LGD as downturn LGD?,ebagl_2019_03,bf8093d1-be2f-567c-9c6a-f67353928269,29
What should institutions calculate for obligors with any credit obligation that did not have a rating at the start of the relevant observation period?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
How should institutions treat obligors assigned to a rating grade or pool in a conservative manner for the calculation of own funds requirements?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
What criteria exclude obligors from being considered as having missing ratings according to the passage?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
What is the definition of 'missing ratings' as described in the passage?,ebagl_2017_16,d4b0299f-e57a-535a-9ef9-7305c322fe70,75
What should institutions consider to determine if an obligor is unlikely to pay?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
Under what condition is interest related to credit obligations no longer recognized in the income statement of the institution?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
What does a decrease in the credit quality of an obligation indicate regarding the obligor's likelihood to pay?,ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
"According to the EBA Guidelines, what point in Article 178(3) of Regulation (EU) No 575/2013 relates to unlikeliness to pay?",ebagl_2016_07,02cdad9a-f016-539f-88c9-7cf4c8c2125d,35
What is the implementation date for the revisions to the standardised approach for credit risk?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
When is the revised exposure definition for the leverage ratio scheduled to be implemented?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
What is the output floor percentage that will be implemented on 1 January 2024?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
What are the main implementation dates for the revisions to the IRB framework?,bcbs_d424_irb,6e97d8bf-a0f1-56e0-8685-ec761b29143c,9
What does the ECB consider best practice regarding deviations from a full simulation?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
What should be ensured when using alternative methods to calculate exposures according to the ECB?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
How should transactions treated with alternative exposure calculation methods be included in the back-testing framework?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
What two methods should be used to assess the netting benefits when using alternative methods to calculate exposures in the IMM?,ecb_gim_2024,c3140807-6895-5af2-b539-da1eb8173611,83
What types of exposures are mentioned in relation to distressed restructuring?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
What has not been recognized for exposures subject to distressed restructuring?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
On what basis is the calculation mentioned in the passage made?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
What type of interest rate is used for the calculation in the passage?,ebagl_2016_07,444b9f03-18d1-5c81-b252-81909572f8e0,
What are the interest rate risk factors for any currency not specified in paragraph 55?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
How is sensitivity to the yield curve measured according to the passage?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
What is the risk weight set for both the risk-free yield curve and inflation rate?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
What is the correlation between the risk-free yield curve and inflation rate as stated in the passage?,bcbs_d424_irb,176eb3f7-f073-54f7-9051-95107083930a,56
What should institutions base the default rates observed for the external organisation's grades on?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
What type of time series should be used for determining PD estimates based on external rating scales?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
What should institutions include in the RDS when deriving PD estimates from losses and LGDs?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
Which articles of Regulation (EU) No 575/2013 are referenced for deriving PD estimates?,ebagl_2017_16,cef1c405-1028-55df-8e86-f98552f66efe,"94,95"
What should the institution ensure regarding its incomplete workout treatment according to the ECB's understanding?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What criteria should an institution have to decide whether the accuracy of the Article 500 adjustment can be increased?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What is expected to happen once a sufficiently long time has passed since the massive disposal?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What should a supervised entity monitor to conclude that a sufficiently long period of time has passed since the disposal?,ecb_gim_2024,3291e871-bf10-5e20-bc43-aedf18f2e5c8,160
What option does a bank have if it relies on its own estimates of LGD?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
Are there limits to the range of eligible guarantors when a bank adopts the treatment for banks under the foundation IRB approach?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
What must be satisfied for credit derivatives according to the passage?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
Can a bank recognize the risk mitigating effects of second-to-default credit derivatives?,bcbs_d424_irb,96bf1305-ccc4-54ad-8d29-2b759374fde5,97
What is the title of the document referenced in the passage?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
When was the document EBA/GL/2020/06 published?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
What is the paragraph number mentioned in the passage?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
What organization issued the guidelines on loan origination and monitoring?,ebagl_2020_06,c06e86ec-83c6-5308-871c-07ff4909555f,29
What should institutions be able to do to properly estimate the LGD on the part of the exposure not covered by the UFCP?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
What is the purpose of splitting cash flows and costs according to the EBA Guidelines?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
How should institutions calculate realised LGD for the part of exposure not covered by the UFCP?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
What guidance do the GL provide regarding the splitting of cash flows and costs?,ebagl_2020_05,5e6aec41-b6b7-5de8-9968-04ae650fe72d,41
What type of data vetting should be performed for external data according to the ECB?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
What should trigger inquiries regarding historical differences in the provided data?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
What aspects should be assessed when using external data in relation to the institution?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
What should SLAs/contract agreements include according to the best practices outlined by the ECB?,ecb_gim_2024,dcc8372f-6139-5e05-a52d-d9aba296b6b8,149
What is the effective date for the application of these guidelines?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
By what date should institutions incorporate the requirements of these guidelines in their rating systems?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
Can competent authorities accelerate the timeline of the transition for institutions?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
What discretion do competent authorities have regarding the transition timeline for these guidelines?,ebagl_2020_05,d34be6a2-1817-5507-92c9-67c3286f8bf1,10
What should institutions consider in addition to the definition of default when assessing an obligor's situation?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
How should institutions treat all exposures to an obligor if indications of unlikeliness to pay occur?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
What may institutions conclude about an obligor's other obligations if a significant part of their exposures is in default?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
What actions might institutions need to take if they consider other obligations of an obligor unlikely to be paid in full?,ebagl_2016_07,bfb3e417-3712-574b-83c6-32924f2d24c3,"93,94"
What risk is associated with mapping the PDs to a masterscale in the PD estimation process?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
What should institutions verify to mitigate the risk of distortion in RWEAs?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
What type of bias should institutions check for between masterscale PDs and direct PDs assigned to obligors?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
For what two levels should the analysis of deviations between masterscale PDs and direct PDs be provided?,ecb_gim_2024,0ce131ce-399c-5340-b36b-0caf7e26cc96,142
What should the data used to develop the incomplete workout treatment be representative of?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
What criteria should institutions have in place to assess representativeness of the portfolio of disposed assets?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
What types of data should institutions collect and store for the portfolio of disposed assets under Article 500 CRR?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
What are supervised entities not expected to analyze from the date of the massive disposal onwards for disposed assets?,ecb_gim_2024,52d2fb4e-7994-5fce-8a9b-f29643912ee8,"161,162,163"
What does the ECB require institutions to establish for compliance with internal ratings and default and loss estimates in their corporate governance functions?,ecb_gim_2024,c4c59745-cfba-5f10-9a2a-b7c5d6014688,103
What elements should be included in the structured reporting system on risk measured by IRB risk parameters?,ecb_gim_2024,c4c59745-cfba-5f10-9a2a-b7c5d6014688,103
What type of analyses does the CRCU perform in its ongoing model monitoring function?,ecb_gim_2024,c4c59745-cfba-5f10-9a2a-b7c5d6014688,103
How does reporting to senior management contribute to monitoring the evolution of credit risk at the portfolio level?,ecb_gim_2024,c4c59745-cfba-5f10-9a2a-b7c5d6014688,103
What principles should institutions take into account within their credit risk policies and procedures?,ebagl_2020_06,7d6638e0-e167-538e-9238-236f9b26eed6,"39,40"
How should institutions treat borrowers that are in economic difficulties?,ebagl_2020_06,7d6638e0-e167-538e-9238-236f9b26eed6,"39,40"
What should institutions ensure regarding the credit-granting criteria for credit products offered to consumers?,ebagl_2020_06,7d6638e0-e167-538e-9238-236f9b26eed6,"39,40"
What is the goal of designing credit products offered to consumers according to the passage?,ebagl_2020_06,7d6638e0-e167-538e-9238-236f9b26eed6,"39,40"
What does paragraph 27 require institutions to conduct?,ebagl_2019_03,5cb72336-3715-55a4-b6b1-c460e46ea022,
What is required for the impact assessment related to the calibration segment?,ebagl_2019_03,5cb72336-3715-55a4-b6b1-c460e46ea022,
What grouping options have been considered for the impact assessment?,ebagl_2019_03,5cb72336-3715-55a4-b6b1-c460e46ea022,
What does the inner circle in the IRB survey represent regarding LGD models?,ebagl_2019_03,5cb72336-3715-55a4-b6b1-c460e46ea022,
What is the risk weight for commercial real estate exposures if the LTV is less than or equal to 60%?,bcbs_d424_irb,bb38b5a6-aaae-54bc-8dee-83c03008cb56,73
